Variable;Value;Timestamp
C_24_Request;true;2025-09-25T14:18:57.099Z
F_22_Conveyor;true;2025-09-25T14:18:57.272Z
F_29_Release_FB;true;2025-09-25T14:18:57.327Z
C_24_Request;true;2025-09-25T14:18:57.327Z
A_54_Release_FB;true;2025-09-25T14:18:57.327Z
O_29_Pist_Bck;true;2025-09-25T14:18:57.434Z
A_53_SortCartID;0;2025-09-25T14:18:57.477Z
A_54_Pist_Bck;true;2025-09-25T14:18:57.478Z
C_24_Request;false;2025-09-25T14:18:59.076Z
C_24_Request;false;2025-09-25T14:18:59.255Z
O_29_Cart_Stat;false;2025-09-25T14:18:59.566Z
F_53_Led_Extra1;true;2025-09-25T14:18:59.615Z
A_54_No_Cart;true;2025-09-25T14:18:59.615Z
A_54_Cart_Stat;false;2025-09-25T14:18:59.615Z
A_54_Cart_Next;true;2025-09-25T14:19:05.929Z
A_54_Release_FB;false;2025-09-25T14:19:05.955Z
O_29_Cart_Next;true;2025-09-25T14:19:06.016Z
O_29_Pist_Bck;false;2025-09-25T14:19:06.063Z
F_29_Release_FB;false;2025-09-25T14:19:06.063Z
A_54_Pist_Bck;false;2025-09-25T14:19:06.063Z
O_24_Count;true;2025-09-25T14:19:06.592Z
A_73_TestCartID;1;2025-09-25T14:19:06.623Z
A_73_TestCartID;2;2025-09-25T14:19:06.668Z
A_74_Count;true;2025-09-25T14:19:06.699Z
O_24_Count;false;2025-09-25T14:19:06.744Z
A_74_Count;false;2025-09-25T14:19:06.777Z
O_29_Cart_Next;false;2025-09-25T14:19:06.947Z
A_54_Cart_Next;false;2025-09-25T14:19:06.974Z
F_22_Conveyor;false;2025-09-25T14:19:07.580Z
O_24_Cart_Stat;true;2025-09-25T14:19:07.643Z
F_73_Led_Extra1;false;2025-09-25T14:19:07.643Z
A_74_No_Cart;false;2025-09-25T14:19:07.643Z
C_24_CartDel;true;2025-09-25T14:19:07.643Z
A_74_Cart_Stat;true;2025-09-25T14:19:07.643Z
A_74_CRoute_In;true;2025-09-25T14:19:07.781Z
A_74_CRoute_In80;true;2025-09-25T14:19:07.959Z
F_82_Arm_2_Del;true;2025-09-25T14:19:07.998Z
A_74_CRoute_In;true;2025-09-25T14:19:07.999Z
A_74_CRoute_In;false;2025-09-25T14:19:09.692Z
A_74_CRoute_In80;false;2025-09-25T14:19:09.861Z
O_80_Arm_Mag;false;2025-09-25T14:19:09.900Z
A_74_CRoute_In;false;2025-09-25T14:19:09.901Z
C_24_CartDel;false;2025-09-25T14:19:10.601Z
O_70_SStation;true;2025-09-25T14:19:11.332Z
O_80_Arm_Del;true;2025-09-25T14:19:11.383Z
F_82_Pist_Adv;true;2025-09-25T14:19:11.383Z
F_82_Arm_2_Del;false;2025-09-25T14:19:11.383Z
O_80_Pist_Back;false;2025-09-25T14:19:11.683Z
O_80_Mag_Empty;true;2025-09-25T14:19:11.979Z
O_80_Mag_Empty;false;2025-09-25T14:19:12.050Z
F_82_Pist_Adv;false;2025-09-25T14:19:12.301Z
F_82_Arm_2_Mag;true;2025-09-25T14:19:12.330Z
O_80_Pist_Back;true;2025-09-25T14:19:12.383Z
O_80_Mag_Empty;true;2025-09-25T14:19:12.409Z
O_80_Mag_Empty;false;2025-09-25T14:19:12.453Z
O_70_SStation;false;2025-09-25T14:19:13.429Z
O_80_Arm_Del;false;2025-09-25T14:19:13.674Z
O_80_Arm_Mag;true;2025-09-25T14:19:14.438Z
F_82_Suction_On;true;2025-09-25T14:19:14.477Z
F_82_Arm_2_Mag;false;2025-09-25T14:19:14.477Z
O_80_Part_Stuck;true;2025-09-25T14:19:14.584Z
F_82_Arm_2_Del;true;2025-09-25T14:19:14.615Z
O_80_Arm_Mag;false;2025-09-25T14:19:15.836Z
O_80_Arm_Del;true;2025-09-25T14:19:17.796Z
F_82_Suction_On;false;2025-09-25T14:19:17.851Z
F_82_Suction_Off;true;2025-09-25T14:19:17.851Z
F_82_Arm_2_Del;false;2025-09-25T14:19:17.851Z
O_70_SStation;true;2025-09-25T14:19:17.965Z
O_80_Part_Stuck;false;2025-09-25T14:19:18.062Z
F_82_Suction_Off;false;2025-09-25T14:19:18.062Z
F_82_Arm_2_Mag;true;2025-09-25T14:19:18.062Z
F_83_Led_Extra1;true;2025-09-25T14:19:18.062Z
C_85_Part_Del;true;2025-09-25T14:19:18.062Z
O_70_SPart;true;2025-09-25T14:19:18.062Z
C_75_ID_Delivery1;false;2025-09-25T14:19:18.062Z
C_75_ID_Delivery2;false;2025-09-25T14:19:18.062Z
C_75_Part_Del;false;2025-09-25T14:19:18.062Z
O_70_SStation;false;2025-09-25T14:19:18.795Z
O_80_Arm_Del;false;2025-09-25T14:19:19.112Z
F_72_Elev_Up;true;2025-09-25T14:19:19.829Z
O_80_Arm_Mag;true;2025-09-25T14:19:19.868Z
F_82_Arm_2_Mag;false;2025-09-25T14:19:19.868Z
O_70_Elev_Low;false;2025-09-25T14:19:20.671Z
O_70_SInductive;true;2025-09-25T14:19:20.774Z
O_70_SInductive;false;2025-09-25T14:19:20.875Z
O_70_SStation;true;2025-09-25T14:19:21.135Z
O_70_SStation;false;2025-09-25T14:19:21.398Z
F_83_Led_Extra1;false;2025-09-25T14:19:21.851Z
C_85_Part_Del;false;2025-09-25T14:19:21.881Z
O_70_SPart_Height;true;2025-09-25T14:19:22.791Z
O_70_Elev_High;true;2025-09-25T14:19:22.953Z
C_75_ID_Delivery1;true;2025-09-25T14:19:22.993Z
C_75_ID_Delivery2;true;2025-09-25T14:19:22.993Z
F_72_Eject_Part;true;2025-09-25T14:19:24.932Z
F_72_Air_On;true;2025-09-25T14:19:24.963Z
O_70_Pist_Back;false;2025-09-25T14:19:25.051Z
O_70_SPart;false;2025-09-25T14:19:25.104Z
O_70_SPart_Height;false;2025-09-25T14:19:25.323Z
O_24_Optic;true;2025-09-25T14:19:26.123Z
F_72_Eject_Part;false;2025-09-25T14:19:26.185Z
F_72_Air_On;false;2025-09-25T14:19:26.185Z
F_73_Led_Extra2;true;2025-09-25T14:19:26.185Z
A_74_Cart_Full;true;2025-09-25T14:19:26.185Z
A_74_Optic;true;2025-09-25T14:19:26.185Z
O_70_SPart_Height;true;2025-09-25T14:19:26.313Z
O_70_SPart_Height;false;2025-09-25T14:19:26.412Z
O_70_Pist_Back;true;2025-09-25T14:19:26.477Z
F_72_Elev_Down;true;2025-09-25T14:19:26.516Z
F_72_Elev_Up;false;2025-09-25T14:19:26.516Z
O_70_Elev_High;false;2025-09-25T14:19:26.603Z
O_70_SStation;true;2025-09-25T14:19:28.370Z
O_70_SStation;false;2025-09-25T14:19:28.639Z
O_70_SInductive;true;2025-09-25T14:19:29.033Z
O_70_SInductive;false;2025-09-25T14:19:29.239Z
O_70_Elev_Low;true;2025-09-25T14:19:29.454Z
F_72_Elev_Down;false;2025-09-25T14:19:29.573Z
A_74_CRoute_Out;true;2025-09-25T14:19:29.573Z
C_75_Part_Del;true;2025-09-25T14:19:29.573Z
C_25_Request;true;2025-09-25T14:19:29.773Z
F_22_Conveyor;true;2025-09-25T14:19:29.936Z
F_24_Release_FB;true;2025-09-25T14:19:29.983Z
C_25_Request;true;2025-09-25T14:19:29.984Z
A_74_Release_FB;true;2025-09-25T14:19:29.984Z
O_24_Pist_Bck;true;2025-09-25T14:19:30.079Z
A_73_TestCartID;0;2025-09-25T14:19:30.122Z
A_74_Pist_Bck;true;2025-09-25T14:19:30.122Z
O_24_Optic;false;2025-09-25T14:19:31.041Z
F_73_Led_Extra2;false;2025-09-25T14:19:31.088Z
A_74_Cart_Full;false;2025-09-25T14:19:31.088Z
A_74_Optic;false;2025-09-25T14:19:31.088Z
A_74_CRoute_Out;false;2025-09-25T14:19:31.283Z
C_25_Request;false;2025-09-25T14:19:31.775Z
C_25_Request;false;2025-09-25T14:19:31.961Z
O_24_Cart_Stat;false;2025-09-25T14:19:32.326Z
F_73_Led_Extra1;true;2025-09-25T14:19:32.373Z
A_74_No_Cart;true;2025-09-25T14:19:32.373Z
A_74_Cart_Stat;false;2025-09-25T14:19:32.373Z
O_24_Cart_Next;true;2025-09-25T14:19:38.019Z
F_24_Release_FB;false;2025-09-25T14:19:38.078Z
A_74_Cart_Next;true;2025-09-25T14:19:38.078Z
A_74_Pist_Bck;false;2025-09-25T14:19:38.078Z
A_74_Release_FB;false;2025-09-25T14:19:38.078Z
O_24_Pist_Bck;false;2025-09-25T14:19:38.189Z
A_93_ProcCartID;1;2025-09-25T14:19:38.803Z
A_93_ProcCartID;2;2025-09-25T14:19:38.864Z
A_94_Count;true;2025-09-25T14:19:38.894Z
A_94_Count;false;2025-09-25T14:19:38.929Z
O_24_Cart_Next;false;2025-09-25T14:19:38.989Z
A_74_Cart_Next;false;2025-09-25T14:19:39.019Z
O_25_Optic;true;2025-09-25T14:19:39.735Z
A_94_Optic;true;2025-09-25T14:19:39.766Z
F_22_Conveyor;false;2025-09-25T14:19:39.927Z
O_25_Cart_Stat;true;2025-09-25T14:19:39.998Z
