Variable;Value;Timestamp
C_75_RQ_Delivery1;true;2025-09-25T14:41:44.306Z
C_75_RQ_Delivery2;false;2025-09-25T14:41:44.341Z
C_75_RQ_Delivery2;false;2025-09-25T14:41:44.494Z
C_105_Test;false;2025-09-25T14:41:57.290Z
C_105_TestDrill;false;2025-09-25T14:41:57.340Z
C_105_Rotation;true;2025-09-25T14:41:57.373Z
C_105_TestDrill;false;2025-09-25T14:41:57.565Z
C_105_Rotation;true;2025-09-25T14:41:57.599Z
C_24_Request;true;2025-09-25T14:42:32.241Z
F_22_Conveyor;true;2025-09-25T14:42:32.432Z
F_29_Release_FB;true;2025-09-25T14:42:32.488Z
C_24_Request;true;2025-09-25T14:42:32.488Z
A_54_Release_FB;true;2025-09-25T14:42:32.488Z
O_29_Pist_Bck;true;2025-09-25T14:42:32.592Z
A_53_SortCartID;0;2025-09-25T14:42:32.646Z
A_54_Pist_Bck;true;2025-09-25T14:42:32.646Z
C_24_Request;false;2025-09-25T14:42:34.220Z
C_24_Request;false;2025-09-25T14:42:34.439Z
O_29_Cart_Stat;false;2025-09-25T14:42:34.763Z
F_53_Led_Extra1;true;2025-09-25T14:42:34.810Z
A_54_No_Cart;true;2025-09-25T14:42:34.810Z
A_54_Cart_Stat;false;2025-09-25T14:42:34.810Z
O_29_Cart_Next;true;2025-09-25T14:42:41.023Z
F_29_Release_FB;false;2025-09-25T14:42:41.073Z
A_54_Cart_Next;true;2025-09-25T14:42:41.073Z
A_54_Release_FB;false;2025-09-25T14:42:41.074Z
O_29_Pist_Bck;false;2025-09-25T14:42:41.165Z
A_54_Pist_Bck;false;2025-09-25T14:42:41.193Z
A_73_TestCartID;1;2025-09-25T14:42:41.638Z
A_74_Count;true;2025-09-25T14:42:41.669Z
A_74_Count;false;2025-09-25T14:42:41.704Z
A_73_TestCartID;2;2025-09-25T14:42:41.769Z
O_29_Cart_Next;false;2025-09-25T14:42:42.057Z
A_54_Cart_Next;false;2025-09-25T14:42:42.088Z
F_22_Conveyor;false;2025-09-25T14:42:42.666Z
O_24_Cart_Stat;true;2025-09-25T14:42:42.732Z
F_73_Led_Extra1;false;2025-09-25T14:42:42.732Z
A_74_No_Cart;false;2025-09-25T14:42:42.732Z
C_24_CartDel;true;2025-09-25T14:42:42.732Z
A_74_Cart_Stat;true;2025-09-25T14:42:42.732Z
A_74_CRoute_In;true;2025-09-25T14:42:42.863Z
A_74_CRoute_In80;true;2025-09-25T14:42:43.029Z
F_82_Arm_2_Del;true;2025-09-25T14:42:43.068Z
A_74_CRoute_In;true;2025-09-25T14:42:43.068Z
A_74_CRoute_In;false;2025-09-25T14:42:44.765Z
A_74_CRoute_In80;false;2025-09-25T14:42:44.919Z
O_80_Arm_Mag;false;2025-09-25T14:42:44.958Z
A_74_CRoute_In;false;2025-09-25T14:42:44.958Z
C_24_CartDel;false;2025-09-25T14:42:45.631Z
O_70_SStation;true;2025-09-25T14:42:46.425Z
O_80_Arm_Del;true;2025-09-25T14:42:46.472Z
F_82_Pist_Adv;true;2025-09-25T14:42:46.472Z
F_82_Arm_2_Del;false;2025-09-25T14:42:46.472Z
O_80_Pist_Back;false;2025-09-25T14:42:46.778Z
F_82_Pist_Adv;false;2025-09-25T14:42:47.414Z
F_82_Arm_2_Mag;true;2025-09-25T14:42:47.445Z
O_80_Pist_Back;true;2025-09-25T14:42:47.488Z
O_80_Mag_Empty;true;2025-09-25T14:42:47.519Z
O_80_Mag_Empty;false;2025-09-25T14:42:47.554Z
O_70_SStation;false;2025-09-25T14:42:48.777Z
O_80_Arm_Del;false;2025-09-25T14:42:48.915Z
O_80_Arm_Mag;true;2025-09-25T14:42:49.616Z
F_82_Suction_On;true;2025-09-25T14:42:49.655Z
F_82_Arm_2_Mag;false;2025-09-25T14:42:49.655Z
O_80_Part_Stuck;true;2025-09-25T14:42:49.748Z
F_82_Arm_2_Del;true;2025-09-25T14:42:49.784Z
O_80_Arm_Mag;false;2025-09-25T14:42:51.052Z
O_70_SStation;true;2025-09-25T14:42:53.046Z
O_80_Arm_Del;true;2025-09-25T14:42:53.112Z
F_82_Suction_On;false;2025-09-25T14:42:53.112Z
F_82_Suction_Off;true;2025-09-25T14:42:53.112Z
F_82_Arm_2_Del;false;2025-09-25T14:42:53.112Z
O_80_Part_Stuck;false;2025-09-25T14:42:53.242Z
F_82_Suction_Off;false;2025-09-25T14:42:53.336Z
F_82_Arm_2_Mag;true;2025-09-25T14:42:53.337Z
F_83_Led_Extra1;true;2025-09-25T14:42:53.337Z
C_85_Part_Del;true;2025-09-25T14:42:53.337Z
O_70_SPart;true;2025-09-25T14:42:53.337Z
