Variable;Value;Timestamp
C_24_Request;true;2025-09-26T12:21:22.283Z
F_22_Conveyor;true;2025-09-26T12:21:22.454Z
F_29_Release_FB;true;2025-09-26T12:21:22.502Z
C_24_Request;true;2025-09-26T12:21:22.502Z
A_54_Release_FB;true;2025-09-26T12:21:22.502Z
O_29_Pist_Bck;true;2025-09-26T12:21:22.601Z
A_53_SortCartID;0;2025-09-26T12:21:22.638Z
A_54_Pist_Bck;true;2025-09-26T12:21:22.638Z
C_24_Request;false;2025-09-26T12:21:24.269Z
C_24_Request;false;2025-09-26T12:21:24.433Z
O_29_Cart_Stat;false;2025-09-26T12:21:24.756Z
F_53_Led_Extra1;true;2025-09-26T12:21:24.802Z
A_54_No_Cart;true;2025-09-26T12:21:24.802Z
A_54_Cart_Stat;false;2025-09-26T12:21:24.802Z
O_29_Cart_Next;true;2025-09-26T12:21:31.115Z
F_29_Release_FB;false;2025-09-26T12:21:31.174Z
A_54_Cart_Next;true;2025-09-26T12:21:31.175Z
A_54_Release_FB;false;2025-09-26T12:21:31.175Z
O_29_Pist_Bck;false;2025-09-26T12:21:31.268Z
A_54_Pist_Bck;false;2025-09-26T12:21:31.296Z
O_24_Count;true;2025-09-26T12:21:31.700Z
A_73_TestCartID;1;2025-09-26T12:21:31.739Z
A_74_Count;true;2025-09-26T12:21:31.739Z
O_24_Count;false;2025-09-26T12:21:31.811Z
A_73_TestCartID;2;2025-09-26T12:21:31.838Z
A_74_Count;false;2025-09-26T12:21:31.879Z
O_29_Cart_Next;false;2025-09-26T12:21:32.059Z
A_54_Cart_Next;false;2025-09-26T12:21:32.088Z
F_22_Conveyor;false;2025-09-26T12:21:32.716Z
O_24_Cart_Stat;true;2025-09-26T12:21:32.778Z
F_73_Led_Extra1;false;2025-09-26T12:21:32.778Z
A_74_No_Cart;false;2025-09-26T12:21:32.778Z
C_24_CartDel;true;2025-09-26T12:21:32.778Z
A_74_Cart_Stat;true;2025-09-26T12:21:32.778Z
A_74_CRoute_In;true;2025-09-26T12:21:32.910Z
A_74_CRoute_In80;true;2025-09-26T12:21:33.065Z
F_82_Arm_2_Del;true;2025-09-26T12:21:33.103Z
A_74_CRoute_In;true;2025-09-26T12:21:33.103Z
A_74_CRoute_In;false;2025-09-26T12:21:34.811Z
A_74_CRoute_In80;false;2025-09-26T12:21:34.958Z
O_80_Arm_Mag;false;2025-09-26T12:21:34.996Z
A_74_CRoute_In;false;2025-09-26T12:21:34.996Z
C_24_CartDel;false;2025-09-26T12:21:35.670Z
O_70_SStation;true;2025-09-26T12:21:36.452Z
O_80_Arm_Del;true;2025-09-26T12:21:36.498Z
F_82_Pist_Adv;true;2025-09-26T12:21:36.498Z
F_82_Arm_2_Del;false;2025-09-26T12:21:36.498Z
O_80_Pist_Back;false;2025-09-26T12:21:36.800Z
F_82_Pist_Adv;false;2025-09-26T12:21:37.457Z
F_82_Arm_2_Mag;true;2025-09-26T12:21:37.484Z
O_80_Pist_Back;true;2025-09-26T12:21:37.531Z
O_80_Mag_Empty;true;2025-09-26T12:21:37.558Z
O_80_Mag_Empty;false;2025-09-26T12:21:37.596Z
O_70_SStation;false;2025-09-26T12:21:38.718Z
O_80_Arm_Del;false;2025-09-26T12:21:38.912Z
O_80_Arm_Mag;true;2025-09-26T12:21:39.599Z
F_82_Suction_On;true;2025-09-26T12:21:39.638Z
F_82_Arm_2_Mag;false;2025-09-26T12:21:39.638Z
O_80_Part_Stuck;true;2025-09-26T12:21:39.813Z
F_82_Arm_2_Del;true;2025-09-26T12:21:39.843Z
O_80_Arm_Mag;false;2025-09-26T12:21:41.125Z
O_70_SInductive;true;2025-09-26T12:21:43.033Z
O_70_SStation;true;2025-09-26T12:21:43.096Z
O_80_Arm_Del;true;2025-09-26T12:21:43.096Z
F_82_Suction_On;false;2025-09-26T12:21:43.096Z
F_82_Suction_Off;true;2025-09-26T12:21:43.096Z
F_82_Arm_2_Del;false;2025-09-26T12:21:43.096Z
O_70_SPart;true;2025-09-26T12:21:43.248Z
C_75_Part_Del;false;2025-09-26T12:21:43.410Z
O_80_Part_Stuck;false;2025-09-26T12:21:43.410Z
F_82_Suction_Off;false;2025-09-26T12:21:43.410Z
F_82_Arm_2_Mag;true;2025-09-26T12:21:43.410Z
F_83_Led_Extra1;true;2025-09-26T12:21:43.410Z
C_85_Part_Del;true;2025-09-26T12:21:43.410Z
O_70_SStation;false;2025-09-26T12:21:44.212Z
O_80_Arm_Del;false;2025-09-26T12:21:44.427Z
F_72_Elev_Up;true;2025-09-26T12:21:45.135Z
O_80_Arm_Mag;true;2025-09-26T12:21:45.173Z
F_82_Arm_2_Mag;false;2025-09-26T12:21:45.173Z
O_70_Elev_Low;false;2025-09-26T12:21:45.989Z
O_70_SInductive;false;2025-09-26T12:21:46.196Z
O_70_SStation;true;2025-09-26T12:21:46.473Z
O_70_SStation;false;2025-09-26T12:21:46.686Z
F_83_Led_Extra1;false;2025-09-26T12:21:47.032Z
C_85_Part_Del;false;2025-09-26T12:21:47.062Z
O_70_SPart_Height;true;2025-09-26T12:21:48.104Z
O_70_Elev_High;true;2025-09-26T12:21:48.322Z
F_72_Eject_Part;true;2025-09-26T12:21:50.265Z
F_72_Air_On;true;2025-09-26T12:21:50.295Z
O_70_SPart_Height;false;2025-09-26T12:21:50.399Z
O_70_Pist_Back;false;2025-09-26T12:21:50.429Z
O_70_SPart;false;2025-09-26T12:21:50.464Z
O_70_SPart_Height;true;2025-09-26T12:21:50.606Z
O_70_SPart_Height;false;2025-09-26T12:21:50.677Z
O_24_Optic;true;2025-09-26T12:21:51.512Z
F_72_Eject_Part;false;2025-09-26T12:21:51.585Z
F_72_Air_On;false;2025-09-26T12:21:51.585Z
F_73_Led_Extra2;true;2025-09-26T12:21:51.585Z
A_74_Cart_Full;true;2025-09-26T12:21:51.585Z
A_74_Optic;true;2025-09-26T12:21:51.585Z
O_70_SPart_Height;true;2025-09-26T12:21:51.714Z
O_70_SPart_Height;false;2025-09-26T12:21:51.765Z
O_70_Pist_Back;true;2025-09-26T12:21:51.847Z
F_72_Elev_Down;true;2025-09-26T12:21:51.886Z
F_72_Elev_Up;false;2025-09-26T12:21:51.886Z
O_70_Elev_High;false;2025-09-26T12:21:51.944Z
O_70_SStation;true;2025-09-26T12:21:53.766Z
O_70_SStation;false;2025-09-26T12:21:53.982Z
O_70_SInductive;true;2025-09-26T12:21:54.408Z
O_70_SInductive;false;2025-09-26T12:21:54.554Z
O_70_Elev_Low;true;2025-09-26T12:21:54.699Z
F_72_Elev_Down;false;2025-09-26T12:21:54.748Z
A_74_CRoute_Out;true;2025-09-26T12:21:54.748Z
C_75_Part_Del;true;2025-09-26T12:21:54.748Z
C_25_Request;true;2025-09-26T12:21:54.833Z
F_22_Conveyor;true;2025-09-26T12:21:55.056Z
F_24_Release_FB;true;2025-09-26T12:21:55.104Z
C_25_Request;true;2025-09-26T12:21:55.104Z
A_74_Release_FB;true;2025-09-26T12:21:55.104Z
O_24_Pist_Bck;true;2025-09-26T12:21:55.197Z
A_73_TestCartID;0;2025-09-26T12:21:55.236Z
A_74_Pist_Bck;true;2025-09-26T12:21:55.236Z
O_24_Optic;false;2025-09-26T12:21:56.098Z
F_73_Led_Extra2;false;2025-09-26T12:21:56.144Z
A_74_Cart_Full;false;2025-09-26T12:21:56.144Z
A_74_Optic;false;2025-09-26T12:21:56.144Z
A_74_CRoute_Out;false;2025-09-26T12:21:56.656Z
C_25_Request;false;2025-09-26T12:21:56.828Z
C_25_Request;false;2025-09-26T12:21:56.977Z
O_24_Cart_Stat;false;2025-09-26T12:21:57.406Z
F_73_Led_Extra1;true;2025-09-26T12:21:57.454Z
