Variable;Value;Timestamp
C_24_Request;true;2025-09-25T14:38:44.996Z
F_22_Conveyor;true;2025-09-25T14:38:45.185Z
F_29_Release_FB;true;2025-09-25T14:38:45.239Z
C_24_Request;true;2025-09-25T14:38:45.239Z
A_54_Release_FB;true;2025-09-25T14:38:45.239Z
O_29_Pist_Bck;true;2025-09-25T14:38:45.336Z
A_53_SortCartID;0;2025-09-25T14:38:45.372Z
A_54_Pist_Bck;true;2025-09-25T14:38:45.372Z
C_24_Request;false;2025-09-25T14:38:46.968Z
C_24_Request;false;2025-09-25T14:38:47.174Z
O_29_Cart_Stat;false;2025-09-25T14:38:47.497Z
F_53_Led_Extra1;true;2025-09-25T14:38:47.544Z
A_54_No_Cart;true;2025-09-25T14:38:47.544Z
A_54_Cart_Stat;false;2025-09-25T14:38:47.544Z
O_29_Cart_Next;true;2025-09-25T14:38:53.837Z
F_29_Release_FB;false;2025-09-25T14:38:53.892Z
A_54_Cart_Next;true;2025-09-25T14:38:53.892Z
A_54_Pist_Bck;false;2025-09-25T14:38:53.892Z
A_54_Release_FB;false;2025-09-25T14:38:53.892Z
O_29_Pist_Bck;false;2025-09-25T14:38:54.002Z
O_24_Count;true;2025-09-25T14:38:54.455Z
A_73_TestCartID;1;2025-09-25T14:38:54.455Z
A_73_TestCartID;2;2025-09-25T14:38:54.509Z
A_74_Count;true;2025-09-25T14:38:54.543Z
O_24_Count;false;2025-09-25T14:38:54.585Z
A_74_Count;false;2025-09-25T14:38:54.616Z
O_29_Cart_Next;false;2025-09-25T14:38:54.816Z
A_54_Cart_Next;false;2025-09-25T14:38:54.847Z
F_22_Conveyor;false;2025-09-25T14:38:55.413Z
O_24_Cart_Stat;true;2025-09-25T14:38:55.477Z
F_73_Led_Extra1;false;2025-09-25T14:38:55.477Z
A_74_No_Cart;false;2025-09-25T14:38:55.477Z
C_24_CartDel;true;2025-09-25T14:38:55.477Z
A_74_Cart_Stat;true;2025-09-25T14:38:55.477Z
A_74_CRoute_In;true;2025-09-25T14:38:55.614Z
A_74_CRoute_In80;true;2025-09-25T14:38:55.757Z
F_82_Arm_2_Del;true;2025-09-25T14:38:55.797Z
A_74_CRoute_In;true;2025-09-25T14:38:55.797Z
A_74_CRoute_In;false;2025-09-25T14:38:57.516Z
O_80_Arm_Mag;false;2025-09-25T14:38:57.609Z
A_74_CRoute_In80;false;2025-09-25T14:38:57.701Z
A_74_CRoute_In;false;2025-09-25T14:38:57.732Z
C_24_CartDel;false;2025-09-25T14:38:58.388Z
O_80_Arm_Del;true;2025-09-25T14:38:59.145Z
F_82_Pist_Adv;true;2025-09-25T14:38:59.181Z
F_82_Arm_2_Del;false;2025-09-25T14:38:59.181Z
O_70_SStation;true;2025-09-25T14:38:59.242Z
